09.06.23 / 08:51:10;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:57:10;#4;INFO;100;SW Actuator;SW01050000V3-1;
09.06.23 / 08:57:10;#4;STEP;110;Compare WONumber, SWVersion, PCB.;;
09.06.23 / 08:57:10;#4;INFO;110;Query WO SQL Table Ax_Data;;
09.06.23 / 08:57:10;#4;INFO;110;From Ax_Software;SW01050000V3-1;
09.06.23 / 08:57:10;#4;INFO;110;From AxArtNo;J34109;
09.06.23 / 08:57:10;#4;INFO;110;From AxArtName;3616020000084A-612H30400NXS000;
09.06.23 / 08:57:10;#4;INFO;110;From AxConf;FieldReject;
09.06.23 / 08:57:10;#4;INFO;110;From AxPCBA;FieldReject;
09.06.23 / 08:57:10;#4;STEP;120;Run out.;;
09.06.23 / 08:57:15;#4;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
09.06.23 / 08:57:15;#4;STEP;130;EOS IN;Is deactivated;
09.06.23 / 08:57:16;#4;STEP;140;Stop 200ms/Run In.;;
09.06.23 / 08:57:21;#4;STEP;150;EOS IN;Is activated;
09.06.23 / 08:57:21;#4;STEP;150;Run to EOS IN.;;
09.06.23 / 08:57:23;#4;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
09.06.23 / 08:57:25;#4;STEP;180;Wait for PLC-command 'EOS IN Signal and Voltage OK'. 11. Not for ZeroPoint.;;
09.06.23 / 08:57:25;#4;STEP;200;Run servo to reference position and start stroke measurement.;;
09.06.23 / 08:57:26;#4;STEP;210;Show: Initializing EOS IN OK.  Not for ZeroPoint.;;
09.06.23 / 08:57:26;#4;STEP;220;Show: Initializing EOS Out.;;
09.06.23 / 08:57:27;#4;STEP;230;Run to EOS OUT.;;
09.06.23 / 08:57:37;#4;STEP;240;Read EOS OUT Status. if not 1 'EOS ud ikke aktiv'. Not for ZeroPoint.;;
09.06.23 / 08:57:37;#4;STEP;240;EOS OUT;Is activated;
09.06.23 / 08:57:38;#4;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
09.06.23 / 08:57:38;#4;STEP;290;Show: Initializing EOS out OK. For ZeroPoint, found MekEOS.;;
09.06.23 / 08:57:40;#4;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
09.06.23 / 08:57:42;#4;STEP;310;Run to SetPoint for Pulltest;;
09.06.23 / 08:57:44;#4;STEP;320;Actuator Type is -> Fixed, Learn, Potmeter;;
09.06.23 / 08:57:44;#4;STEP;320;Run to half stroke;;
09.06.23 / 08:57:56;#4;STEP;320;Min Servo Position;425.85  mm;
09.06.23 / 08:57:56;#4;STEP;320;Max Servo Position;626.46  mm;
09.06.23 / 08:57:56;#4;INFO;320;Min Buslink Position;-0.44 mm;
09.06.23 / 08:57:56;#4;INFO;320;Max Buslink Position;200.61 mm;
09.06.23 / 08:57:56;#4;INFO;320;Current Buslink Position;100.19 mm;
09.06.23 / 08:57:56;#4;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
09.06.23 / 08:57:56;#4;STEP;320;Spec. Servo Position Min.;96.35 mm;
09.06.23 / 08:57:56;#4;STEP;320;Buslink Position;100.19 mm;
09.06.23 / 08:57:56;#4;STEP;320;Spec. Servo Position Max.;104.35 mm;
09.06.23 / 08:57:56;#4;STEP;320;Read new LIN-position.;;
09.06.23 / 08:57:56;#4;INFO;320;Comparison Servo/Buslink Position;PASSED;
09.06.23 / 08:57:56;#4;INFO;999;SetCustomerCurrentCutOffs();DONE;
09.06.23 / 08:57:57;#4;STEP;340;CANBus Verification;;
09.06.23 / 08:57:57;#4;STEP;340;Try SetToLoopBackModeCANBus;;
09.06.23 / 08:57:57;#4;STEP;340;SetToLoopBackModeCANBus;DONE;
09.06.23 / 08:57:57;#4;STEP;340;Try VerifyCANBusFunctionality;;
09.06.23 / 08:58:07;#4;STEP;340;VerifyCANBusFunctionality;PASSED;
09.06.23 / 08:58:07;#4;STEP;360;LINTest has finished. EndOfTest;;
