13.09.23 / 20:31:46;;;;********** New Test Started **********;Version of LINTest: 11.1.1.0
13.09.23 / 20:31:54;#1;INFO;110;From AxArtName;3612050000XX16-611G307500XX000;
13.09.23 / 20:31:54;#1;INFO;110;From AxConf;10SW36CFGA00215;
13.09.23 / 20:31:54;#1;INFO;110;From AxPCBA;10CS36BUSB10-F-2;
13.09.23 / 20:31:54;#1;STEP;120;Run out.;;
13.09.23 / 20:31:57;#1;STEP;120;Ran Outwards For 2 s;DONE;
13.09.23 / 20:31:57;#1;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
13.09.23 / 20:31:57;#1;INFO;999;ServoPosition w/o ZeroPoint;787.54 mm;
13.09.23 / 20:31:57;#1;INFO;999;Running to Zero Point;;
13.09.23 / 20:32:00;#1;INFO;999;Reached Zero Point;DONE;
13.09.23 / 20:32:00;#1;STEP;140;Stop 200ms.;;
13.09.23 / 20:32:09;#1;STEP;150;Run to EOS IN.;;
13.09.23 / 20:32:09;#1;INFO;999;Min Servo Position;745.00 mm;
13.09.23 / 20:32:09;#1;INFO;999;CalibratedEOSInPosition BID mechanically;PASSED;
13.09.23 / 20:32:09;#1;INFO;999;Writing dwZPointCalibrationOffset;191;
13.09.23 / 20:32:09;#1;STEP;150;SetZPointCalibrationOffset;DONE;
13.09.23 / 20:32:11;#1;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
13.09.23 / 20:32:11;#1;STEP;220;Show: 'Initializing EOS Out'.;;
13.09.23 / 20:32:12;#1;STEP;230;Run to EOS OUT.;;
13.09.23 / 20:32:39;#1;STEP;240;Read EOS OUT Status. if not 1 'EOS out NOT activ'. Not for ZeroPoint.;;
13.09.23 / 20:32:39;#1;STEP;240;Mechanical EOS OUT found;;
13.09.23 / 20:32:39;#1;INFO;999;Max Servo Position;1254.22 mm;
13.09.23 / 20:32:39;#1;INFO;999;Min Servo Position;745.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Servo Stroke;509.22 mm;
13.09.23 / 20:32:39;#1;INFO;999;Margin Mechanical EOS Out;2.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Margin Mechanical EOS In;2.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Build In;750.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Offset;-52.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Stroke;500.00 mm;
13.09.23 / 20:32:39;#1;STEP;355;EndPosition;0.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;MaxOutServo-Margin;1252.22 mm;
13.09.23 / 20:32:39;#1;INFO;999;CalibratedEOSOutPosition;500.04 mm;
13.09.23 / 20:32:39;#1;INFO;999;CalibratedEOSOutPosition;Is inside physical Stroke;
13.09.23 / 20:32:39;#1;INFO;999;dwZPointCalibrationHallShiftsAtLearn;500.041971;
13.09.23 / 20:32:39;#1;INFO;999;MinInServo-Margin;747.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;CalibratedEOSInPosition from ZeroPoint;48.46 mm;
13.09.23 / 20:32:39;#1;INFO;999;CalibratedEOSInPosition;Is inside physical Stroke;
13.09.23 / 20:32:39;#1;INFO;999;dwZPointCalibrationOffset;191;
13.09.23 / 20:32:39;#1;INFO;999;Margin/Dist.MechEOSToCal.EOS;5.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Margin should be;2.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;MaxOutCalibratedServoPosition;1250.00 mm;
13.09.23 / 20:32:39;#1;INFO;999;Writing dwZPointCalibrationHallShiftsAtLearn;1971;
13.09.23 / 20:32:39;#1;INFO;999;SetZPointCalibrationHallShiftsAtLearn;DONE;
13.09.23 / 20:32:50;#1;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
13.09.23 / 20:32:52;#1;STEP;285;Start PLC Servo Stroke measurement.;;
13.09.23 / 20:32:52;#1;STEP;290;Show: 'Initializing EOS out OK'. For ZeroPoint, found MekEOS.;;
13.09.23 / 20:32:52;#1;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
13.09.23 / 20:32:52;#1;STEP;310;Run to SetPoint for Pulltest;;
13.09.23 / 20:33:15;#1;INFO;999;SetCustomerCurrentCutOffs();DONE;
13.09.23 / 20:33:15;#1;INFO;320;BusLink Position before PullTest;92.09 mm;
13.09.23 / 20:33:16;#1;STEP;350;Start PullTest.;;
13.09.23 / 20:33:16;#1;INFO;350;PullTest;Started;
13.09.23 / 20:33:16;#1;INFO;350;BusLink Position after PullTest;92.09 mm;
13.09.23 / 20:33:23;#1;PLC_CMD;13;Command from PLC;Pull test OK;
13.09.23 / 20:33:23;#1;INFO;350;PullTest;PASSED;
13.09.23 / 20:33:23;#1;STEP;320;Min Servo Position;797.00  mm;
13.09.23 / 20:33:23;#1;STEP;320;Max Servo Position;1306.22  mm;
13.09.23 / 20:33:23;#1;INFO;320;Min Buslink Position;-53.53 mm;
13.09.23 / 20:33:23;#1;INFO;320;Max Buslink Position;504.36 mm;
13.09.23 / 20:33:23;#1;INFO;320;Current Buslink Pos.;92.09 mm;
13.09.23 / 20:33:23;#1;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
13.09.23 / 20:33:23;#1;INFO;320;Spec. Servo Position Min.;246.01 mm;
13.09.23 / 20:33:23;#1;INFO;320;Current Buslink Position;92.09 mm;
13.09.23 / 20:33:23;#1;INFO;320;Spec. Servo Position Max.;254.01 mm;
13.09.23 / 20:33:23;#1;STEP;320;Comparison Servo/Buslink Position;PASSED;
13.09.23 / 20:33:28;#1;STEP;320;Read new Buslink-position.;;
13.09.23 / 20:33:29;#1;STEP;320;Buslink Stroke;504.36 mm;
13.09.23 / 20:33:29;#1;STEP;320;Min. BusLink Position;0.00 mm;
13.09.23 / 20:33:29;#1;INFO;999;ServoCalibratedEOSOut;500.03 mm;
13.09.23 / 20:33:29;#1;INFO;999;ServoPosition EndOfTest;749.51 mm;
13.09.23 / 20:33:29;#1;INFO;999;Servo Stroke Calibrated;500.51 mm;
13.09.23 / 20:33:29;#1;STEP;359;Stop stroke measurement, 0% FbSignal.;;
13.09.23 / 20:33:29;#1;STEP;359;Stroke measurement stopped;;
13.09.23 / 20:33:30;#1;STEP;340;CANBus Verification;;
13.09.23 / 20:33:30;#1;STEP;340;CANBus Verification disabled, see Actuatur SW;;
13.09.23 / 20:33:30;#1;STEP;360;LINTest has finished. EndOfTest;;
13.09.23 / 20:43:12;;;;********** New Test Started **********;Version of LINTest: 11.1.1.0
13.09.23 / 20:43:12;#1;TESTER;0;Tester;LASPRD-S4ES1815, LA36 Pre-Tester Manual-Cell, 2011-112, LINTest 11.1.1.0;
13.09.23 / 20:43:12;#1;INFO;0;Bay;1;
13.09.23 / 20:43:12;#1;PROTOCOL;0;Communication Protocol;CANBUS_ZEROPOINT_PROTOCOL;
13.09.23 / 20:43:12;#1;INFO;0;WO Number;31304279
13.09.23 / 20:43:12;#1;INFO;0;Serial Number;0020;
13.09.23 / 20:43:12;#1;INFO;0;Product;LA36 CANBus;
13.09.23 / 20:43:12;#1;STEP;10;Nominal Power.;;
13.09.23 / 20:43:16;#1;STEP;20;Connect Violet pin for communication.;;
13.09.23 / 20:43:16;#1;STEP;30;Start Bus communication 100ms continual.;;
13.09.23 / 20:43:16;#1;STEP;30;Looks like Actuator;Connected;
13.09.23 / 20:43:16;#1;STEP;40;SetForcePositionLost for Run Max. Speed;;
13.09.23 / 20:43:16;#1;INFO;40;SetForcePositionLost;DONE;
13.09.23 / 20:43:17;#1;STEP;40;Find BusLink *.ini Files.;;
13.09.23 / 20:43:17;#1;STEP;40;Actuator ID;LA36CA4;
13.09.23 / 20:43:18;#1;PLC_CMD;0;Command from PLC;PLC Commando;
13.09.23 / 20:43:18;#1;STEP;50;No Buslink communication.;;
13.09.23 / 20:43:19;#1;STEP;60;Open the right *.ini file.;;
13.09.23 / 20:43:19;#1;INFO;60;LA36CA4.ini;file found;
13.09.23 / 20:43:19;#1;STEP;70;Read SW nummer from Actuator.;;
13.09.23 / 20:43:20;#1;STEP;80;Show: “Initializing EOS IN.;;
13.09.23 / 20:43:20;#1;STEP;90;Read WO Number from Actuator.;;
13.09.23 / 20:43:20;#1;INFO;90;WO from Actuator  ;31304279;
13.09.23 / 20:43:20;#1;INFO;90;UniqueID from Actuator;1038344;
13.09.23 / 20:43:20;#1;STEP;100;Read SW Version from Actuator.;;
13.09.23 / 20:43:20;#1;INFO;100;SW Actuator;SW01050012V1-0;
13.09.23 / 20:43:20;#1;STEP;110;Compare WO Number, SW Version.;;
13.09.23 / 20:43:20;#1;INFO;110;Query WO SQL Table Ax_Data;;
13.09.23 / 20:43:20;#1;INFO;110;From Ax_Software;SW01050012V1-0;
13.09.23 / 20:43:20;#1;INFO;110;From AxArtNo;362506-01;
13.09.23 / 20:43:20;#1;INFO;110;From AxArtName;3612050000XX16-611G307500XX000;
13.09.23 / 20:43:20;#1;INFO;110;From AxConf;10SW36CFGA00215;
13.09.23 / 20:43:20;#1;INFO;110;From AxPCBA;10CS36BUSB10-F-2;
13.09.23 / 20:43:20;#1;STEP;120;Run out.;;
13.09.23 / 20:43:23;#1;STEP;120;Ran Outwards For 2 s;DONE;
13.09.23 / 20:43:23;#1;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
13.09.23 / 20:43:23;#1;INFO;999;ServoPosition w/o ZeroPoint;796.43 mm;
13.09.23 / 20:43:23;#1;INFO;999;Running to Zero Point;;
13.09.23 / 20:43:25;#1;INFO;999;Reached Zero Point;DONE;
13.09.23 / 20:43:26;#1;STEP;140;Stop 200ms.;;
13.09.23 / 20:43:35;#1;STEP;150;Run to EOS IN.;;
13.09.23 / 20:43:35;#1;INFO;999;Min Servo Position;744.99 mm;
13.09.23 / 20:43:35;#1;INFO;999;CalibratedEOSInPosition BID mechanically;PASSED;
13.09.23 / 20:43:35;#1;INFO;999;Writing dwZPointCalibrationOffset;191;
13.09.23 / 20:43:35;#1;STEP;150;SetZPointCalibrationOffset;DONE;
13.09.23 / 20:43:37;#1;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
13.09.23 / 20:43:38;#1;STEP;220;Show: 'Initializing EOS Out'.;;
13.09.23 / 20:43:38;#1;STEP;230;Run to EOS OUT.;;
13.09.23 / 20:44:06;#1;STEP;240;Read EOS OUT Status. if not 1 'EOS out NOT activ'. Not for ZeroPoint.;;
13.09.23 / 20:44:06;#1;STEP;240;Mechanical EOS OUT found;;
13.09.23 / 20:44:06;#1;INFO;999;Max Servo Position;1254.18 mm;
13.09.23 / 20:44:06;#1;INFO;999;Min Servo Position;744.99 mm;
13.09.23 / 20:44:06;#1;INFO;999;Servo Stroke;509.19 mm;
13.09.23 / 20:44:06;#1;INFO;999;Margin Mechanical EOS Out;2.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;Margin Mechanical EOS In;2.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;Build In;750.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;Offset;-52.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;Stroke;500.00 mm;
13.09.23 / 20:44:06;#1;STEP;355;EndPosition;0.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;MaxOutServo-Margin;1252.18 mm;
13.09.23 / 20:44:06;#1;INFO;999;CalibratedEOSOutPosition;500.04 mm;
13.09.23 / 20:44:06;#1;INFO;999;CalibratedEOSOutPosition;Is inside physical Stroke;
13.09.23 / 20:44:06;#1;INFO;999;dwZPointCalibrationHallShiftsAtLearn;500.041971;
13.09.23 / 20:44:06;#1;INFO;999;MinInServo-Margin;746.99 mm;
13.09.23 / 20:44:06;#1;INFO;999;CalibratedEOSInPosition from ZeroPoint;48.46 mm;
13.09.23 / 20:44:06;#1;INFO;999;CalibratedEOSInPosition;Is inside physical Stroke;
13.09.23 / 20:44:06;#1;INFO;999;dwZPointCalibrationOffset;191;
13.09.23 / 20:44:06;#1;INFO;999;Margin/Dist.MechEOSToCal.EOS;5.01 mm;
13.09.23 / 20:44:06;#1;INFO;999;Margin should be;2.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;MaxOutCalibratedServoPosition;1250.00 mm;
13.09.23 / 20:44:06;#1;INFO;999;Writing dwZPointCalibrationHallShiftsAtLearn;1971;
13.09.23 / 20:44:06;#1;INFO;999;SetZPointCalibrationHallShiftsAtLearn;DONE;
13.09.23 / 20:44:17;#1;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
13.09.23 / 20:44:18;#1;STEP;285;Start PLC Servo Stroke measurement.;;
13.09.23 / 20:44:18;#1;STEP;290;Show: 'Initializing EOS out OK'. For ZeroPoint, found MekEOS.;;
13.09.23 / 20:44:18;#1;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
13.09.23 / 20:44:19;#1;STEP;310;Run to SetPoint for Pulltest;;
13.09.23 / 20:44:42;#1;INFO;999;SetCustomerCurrentCutOffs();DONE;
13.09.23 / 20:44:42;#1;INFO;320;BusLink Position before PullTest;92.09 mm;
13.09.23 / 20:44:42;#1;STEP;350;Start PullTest.;;
13.09.23 / 20:44:42;#1;INFO;350;PullTest;Started;
13.09.23 / 20:44:42;#1;INFO;350;BusLink Position after PullTest;92.09 mm;
13.09.23 / 20:44:49;#1;PLC_CMD;13;Command from PLC;Pull test OK;
13.09.23 / 20:44:49;#1;INFO;350;PullTest;PASSED;
13.09.23 / 20:44:49;#1;STEP;320;Min Servo Position;796.99  mm;
13.09.23 / 20:44:49;#1;STEP;320;Max Servo Position;1306.18  mm;
13.09.23 / 20:44:49;#1;INFO;320;Min Buslink Position;-53.53 mm;
13.09.23 / 20:44:49;#1;INFO;320;Max Buslink Position;504.36 mm;
13.09.23 / 20:44:49;#1;INFO;320;Current Buslink Pos.;92.09 mm;
13.09.23 / 20:44:49;#1;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
13.09.23 / 20:44:49;#1;INFO;320;Spec. Servo Position Min.;245.98 mm;
13.09.23 / 20:44:49;#1;INFO;320;Current Buslink Position;92.09 mm;
13.09.23 / 20:44:49;#1;INFO;320;Spec. Servo Position Max.;253.98 mm;
13.09.23 / 20:44:49;#1;STEP;320;Comparison Servo/Buslink Position;PASSED;
13.09.23 / 20:44:55;#1;STEP;320;Read new Buslink-position.;;
13.09.23 / 20:44:55;#1;STEP;320;Buslink Stroke;504.36 mm;
13.09.23 / 20:44:55;#1;STEP;320;Min. BusLink Position;0.00 mm;
13.09.23 / 20:44:55;#1;INFO;999;ServoCalibratedEOSOut;499.96 mm;
13.09.23 / 20:44:55;#1;INFO;999;ServoPosition EndOfTest;749.42 mm;
13.09.23 / 20:44:55;#1;INFO;999;Servo Stroke Calibrated;500.53 mm;
13.09.23 / 20:44:56;#1;STEP;359;Stop stroke measurement, 0% FbSignal.;;
13.09.23 / 20:44:56;#1;STEP;359;Stroke measurement stopped;;
13.09.23 / 20:44:57;#1;STEP;340;CANBus Verification;;
13.09.23 / 20:44:57;#1;STEP;340;CANBus Verification disabled, see Actuatur SW;;
13.09.23 / 20:44:57;#1;STEP;360;LINTest has finished. EndOfTest;;
