13.09.23 / 11:54:42;;;;********** New Test Started **********;Version of LINTest: 11.1.1.0
13.09.23 / 11:54:56;#2;STEP;210;Show: 'Initializing EOS IN OK'.  Not for ZeroPoint.;;
13.09.23 / 11:54:56;#2;STEP;220;Show: 'Initializing EOS Out'.;;
13.09.23 / 11:54:57;#2;STEP;230;Run to EOS OUT.;;
13.09.23 / 11:55:05;#2;STEP;240;Read EOS OUT Status. if not 1 'EOS out NOT activ'. Not for ZeroPoint.;;
13.09.23 / 11:55:05;#2;STEP;240;EOS OUT;Is activated;
13.09.23 / 11:55:05;#2;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
13.09.23 / 11:55:05;#2;STEP;290;Show: 'Initializing EOS out OK'. For ZeroPoint, found MekEOS.;;
13.09.23 / 11:55:07;#2;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
13.09.23 / 11:55:08;#2;STEP;310;Run to SetPoint for Pulltest;;
13.09.23 / 11:55:10;#2;STEP;320;Actuator Type is -> Fixed, Learn, Potmeter;;
13.09.23 / 11:55:10;#2;STEP;320;Run to half stroke;;
13.09.23 / 11:55:19;#2;STEP;320;Min Servo Position;249.54  mm;
13.09.23 / 11:55:19;#2;STEP;320;Max Servo Position;377.89  mm;
13.09.23 / 11:55:19;#2;INFO;320;Min Buslink Position;-19.60 mm;
13.09.23 / 11:55:19;#2;INFO;320;Max Buslink Position;128.40 mm;
13.09.23 / 11:55:19;#2;INFO;320;Current Buslink Position;64.20 mm;
13.09.23 / 11:55:19;#2;INFO;320;Tolerance 1/2 Stroke;2.00 mm;
13.09.23 / 11:55:19;#2;STEP;320;Spec. Servo Position Min.;62.03 mm;
13.09.23 / 11:55:19;#2;STEP;320;Buslink Position;64.20 mm;
13.09.23 / 11:55:19;#2;STEP;320;Spec. Servo Position Max.;66.03 mm;
13.09.23 / 11:55:19;#2;STEP;320;Read new Buslink-position.;;
13.09.23 / 11:55:19;#2;INFO;320;Comparison Servo/Buslink Position;PASSED;
13.09.23 / 11:55:19;#2;INFO;999;SetCustomerCurrentCutOffs();DONE;
13.09.23 / 11:55:20;#2;STEP;340;CANBus Verification;;
13.09.23 / 11:55:20;#2;STEP;340;Try SetToLoopBackModeCANBus;;
13.09.23 / 11:55:20;#2;STEP;340;SetToLoopBackModeCANBus;DONE;
13.09.23 / 11:55:20;#2;STEP;340;Try VerifyCANBusFunctionality;;
13.09.23 / 11:55:20;#2;STEP;340;VerifyCANBusFunctionality;PASSED;
13.09.23 / 11:55:20;#2;STEP;360;LINTest has finished. EndOfTest;;
