09.06.23 / 08:51:14;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:52:06;#1;STEP;320;Buslink Position;100.19 mm;
09.06.23 / 08:52:06;#1;STEP;320;Spec. Servo Position Max.;103.98 mm;
09.06.23 / 08:52:06;#1;STEP;320;Read new LIN-position.;;
09.06.23 / 08:52:06;#1;INFO;320;Comparison Servo/Buslink Position;PASSED;
09.06.23 / 08:52:06;#1;INFO;999;SetCustomerCurrentCutOffs();DONE;
09.06.23 / 08:52:07;#1;STEP;340;CANBus Verification;;
09.06.23 / 08:52:07;#1;STEP;340;Try SetToLoopBackModeCANBus;;
09.06.23 / 08:52:07;#1;STEP;340;SetToLoopBackModeCANBus;DONE;
09.06.23 / 08:52:07;#1;STEP;340;Try VerifyCANBusFunctionality;;
09.06.23 / 08:52:10;#1;STEP;340;VerifyCANBusFunctionality;PASSED;
09.06.23 / 08:52:10;#1;STEP;360;LINTest has finished. EndOfTest;;
09.06.23 / 08:54:51;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:54:51;#2;INFO;999;SetRelayConnectionControl;4300;
09.06.23 / 08:54:51;#2;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0;
09.06.23 / 08:54:51;#2;INFO;0;Bay;2;
09.06.23 / 08:54:51;#2;PROTOCOL;0;Communication Protocol;CANBUS_PROTOCOL;
09.06.23 / 08:54:51;#2;INFO;0;WO Number;30912996
09.06.23 / 08:54:51;#2;INFO;0;Serial Number;0002;
09.06.23 / 08:54:51;#2;INFO;0;Product;;
09.06.23 / 08:54:51;#2;STEP;10;Nominal Power.;;
09.06.23 / 08:54:55;#2;STEP;20;Connect Violet pin for communication.;;
09.06.23 / 08:54:55;#2;STEP;30;Start Bus communication 100ms continual.;;
09.06.23 / 08:54:55;#2;INFO;30;Looks like Actuator is Connected;;
09.06.23 / 08:54:55;#2;STEP;40;SetForcePositionLost for Run Max. Speed;;
09.06.23 / 08:54:55;#2;STEP;40;SetForcePositionLost;DONE;
09.06.23 / 08:54:55;#2;STEP;40;Find BusLink *.ini Files.;;
09.06.23 / 08:54:55;#2;STEP;40;Actuator ID;LA36CA4;
09.06.23 / 08:54:56;#2;STEP;50;Timeout after 3 sec., indicate 'Ingen LIN kommunikation.;;
09.06.23 / 08:54:56;#2;STEP;60;Open the right *.ini file.;;
09.06.23 / 08:54:56;#2;INFO;60;LA36CA4.ini;file found;
09.06.23 / 08:54:56;#2;STEP;70;Read SW nummer from Actuator.;;
09.06.23 / 08:54:56;#2;STEP;80;Show Initializing EOS IN.;;
09.06.23 / 08:54:56;#2;STEP;90;Read WO Number from Actuator.;;
09.06.23 / 08:54:56;#2;INFO;90;WO from Actuator;30912996;
09.06.23 / 08:54:56;#2;INFO;90;UniqueID from Actuator;614482;
09.06.23 / 08:54:57;#2;STEP;100;Read SW Version from Actuator.;;
09.06.23 / 08:54:57;#2;INFO;100;SW Actuator;SW01050000V3-1;
09.06.23 / 08:54:57;#2;STEP;110;Compare WONumber, SWVersion, PCB.;;
09.06.23 / 08:54:57;#2;INFO;110;Query WO SQL Table Ax_Data;;
09.06.23 / 08:54:57;#2;INFO;110;From Ax_Software;SW01050000V3-1;
09.06.23 / 08:54:57;#2;INFO;110;From AxArtNo;J34109;
09.06.23 / 08:54:57;#2;INFO;110;From AxArtName;3616020000084A-612H30400NXS000;
09.06.23 / 08:54:57;#2;INFO;110;From AxConf;FieldReject;
09.06.23 / 08:54:57;#2;INFO;110;From AxPCBA;FieldReject;
09.06.23 / 08:54:57;#2;STEP;120;Run out.;;
09.06.23 / 08:55:02;#2;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
09.06.23 / 08:55:02;#2;STEP;130;EOS IN;Is deactivated;
09.06.23 / 08:55:02;#2;STEP;140;Stop 200ms/Run In.;;
09.06.23 / 08:55:07;#2;STEP;150;EOS IN;Is activated;
09.06.23 / 08:55:08;#2;STEP;150;Run to EOS IN.;;
09.06.23 / 08:55:10;#2;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
09.06.23 / 08:55:11;#2;STEP;180;Wait for PLC-command 'EOS IN Signal and Voltage OK'. 11. Not for ZeroPoint.;;
09.06.23 / 08:55:12;#2;STEP;200;Run servo to reference position and start stroke measurement.;;
09.06.23 / 08:55:12;#2;STEP;210;Show: Initializing EOS IN OK.  Not for ZeroPoint.;;
09.06.23 / 08:55:13;#2;STEP;220;Show: Initializing EOS Out.;;
09.06.23 / 08:55:13;#2;STEP;230;Run to EOS OUT.;;
09.06.23 / 08:55:24;#2;STEP;240;Read EOS OUT Status. if not 1 'EOS ud ikke aktiv'. Not for ZeroPoint.;;
09.06.23 / 08:55:24;#2;STEP;240;EOS OUT;Is activated;
09.06.23 / 08:55:25;#2;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
09.06.23 / 08:55:25;#2;STEP;290;Show: Initializing EOS out OK. For ZeroPoint, found MekEOS.;;
09.06.23 / 08:55:27;#2;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
09.06.23 / 08:55:29;#2;STEP;310;Run to SetPoint for Pulltest;;
09.06.23 / 08:55:32;#2;STEP;320;Actuator Type is -> Fixed, Learn, Potmeter;;
09.06.23 / 08:55:32;#2;STEP;320;Run to half stroke;;
09.06.23 / 08:55:43;#2;STEP;320;Min Servo Position;425.98  mm;
09.06.23 / 08:55:43;#2;STEP;320;Max Servo Position;626.37  mm;
09.06.23 / 08:55:43;#2;INFO;320;Min Buslink Position;-0.44 mm;
09.06.23 / 08:55:43;#2;INFO;320;Max Buslink Position;200.39 mm;
09.06.23 / 08:55:43;#2;INFO;320;Current Buslink Position;100.19 mm;
09.06.23 / 08:55:43;#2;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
09.06.23 / 08:55:43;#2;STEP;320;Spec. Servo Position Min.;95.98 mm;
09.06.23 / 08:55:43;#2;STEP;320;Buslink Position;100.19 mm;
09.06.23 / 08:55:43;#2;STEP;320;Spec. Servo Position Max.;103.98 mm;
09.06.23 / 08:55:43;#2;STEP;320;Read new LIN-position.;;
09.06.23 / 08:55:43;#2;INFO;320;Comparison Servo/Buslink Position;PASSED;
09.06.23 / 08:55:43;#2;INFO;999;SetCustomerCurrentCutOffs();DONE;
09.06.23 / 08:55:44;#2;STEP;340;CANBus Verification;;
09.06.23 / 08:55:44;#2;STEP;340;Try SetToLoopBackModeCANBus;;
09.06.23 / 08:55:44;#2;STEP;340;SetToLoopBackModeCANBus;DONE;
09.06.23 / 08:55:44;#2;STEP;340;Try VerifyCANBusFunctionality;;
09.06.23 / 08:55:51;#2;STEP;340;VerifyCANBusFunctionality;PASSED;
09.06.23 / 08:55:51;#2;STEP;360;LINTest has finished. EndOfTest;;
09.06.23 / 08:57:10;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:57:10;#3;INFO;999;SetRelayConnectionControl;4300;
09.06.23 / 08:57:10;#3;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0;
09.06.23 / 08:57:10;#3;INFO;0;Bay;3;
09.06.23 / 08:57:10;#3;PROTOCOL;0;Communication Protocol;CANBUS_PROTOCOL;
09.06.23 / 08:57:10;#3;INFO;0;WO Number;30912996
09.06.23 / 08:57:10;#3;INFO;0;Serial Number;0002;
09.06.23 / 08:57:10;#3;INFO;0;Product;;
09.06.23 / 08:57:10;#3;STEP;10;Nominal Power.;;
09.06.23 / 08:57:14;#3;STEP;20;Connect Violet pin for communication.;;
09.06.23 / 08:57:14;#3;STEP;30;Start Bus communication 100ms continual.;;
09.06.23 / 08:57:14;#3;INFO;30;Looks like Actuator is Connected;;
09.06.23 / 08:57:14;#3;STEP;40;SetForcePositionLost for Run Max. Speed;;
09.06.23 / 08:57:14;#3;STEP;40;SetForcePositionLost;DONE;
09.06.23 / 08:57:15;#3;STEP;40;Find BusLink *.ini Files.;;
09.06.23 / 08:57:15;#3;STEP;40;Actuator ID;LA36CA4;
09.06.23 / 08:57:15;#3;STEP;50;Timeout after 3 sec., indicate 'Ingen LIN kommunikation.;;
09.06.23 / 08:57:15;#3;STEP;60;Open the right *.ini file.;;
09.06.23 / 08:57:15;#3;INFO;60;LA36CA4.ini;file found;
09.06.23 / 08:57:15;#3;STEP;70;Read SW nummer from Actuator.;;
09.06.23 / 08:57:15;#3;STEP;80;Show Initializing EOS IN.;;
09.06.23 / 08:57:16;#3;STEP;90;Read WO Number from Actuator.;;
09.06.23 / 08:57:16;#3;INFO;90;WO from Actuator;30912996;
09.06.23 / 08:57:16;#3;INFO;90;UniqueID from Actuator;614482;
09.06.23 / 08:57:16;#3;STEP;100;Read SW Version from Actuator.;;
09.06.23 / 08:57:16;#3;INFO;100;SW Actuator;SW01050000V3-1;
09.06.23 / 08:57:16;#3;STEP;110;Compare WONumber, SWVersion, PCB.;;
09.06.23 / 08:57:16;#3;INFO;110;Query WO SQL Table Ax_Data;;
09.06.23 / 08:57:16;#3;INFO;110;From Ax_Software;SW01050000V3-1;
09.06.23 / 08:57:16;#3;INFO;110;From AxArtNo;J34109;
09.06.23 / 08:57:16;#3;INFO;110;From AxArtName;3616020000084A-612H30400NXS000;
09.06.23 / 08:57:16;#3;INFO;110;From AxConf;FieldReject;
09.06.23 / 08:57:16;#3;INFO;110;From AxPCBA;FieldReject;
09.06.23 / 08:57:16;#3;STEP;120;Run out.;;
09.06.23 / 08:57:21;#3;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
09.06.23 / 08:57:21;#3;STEP;130;EOS IN;Is deactivated;
09.06.23 / 08:57:21;#3;STEP;140;Stop 200ms/Run In.;;
09.06.23 / 08:57:26;#3;STEP;150;EOS IN;Is activated;
09.06.23 / 08:57:27;#3;STEP;150;Run to EOS IN.;;
09.06.23 / 08:57:29;#3;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
09.06.23 / 08:57:30;#3;STEP;180;Wait for PLC-command 'EOS IN Signal and Voltage OK'. 11. Not for ZeroPoint.;;
09.06.23 / 08:57:31;#3;STEP;200;Run servo to reference position and start stroke measurement.;;
09.06.23 / 08:57:31;#3;STEP;210;Show: Initializing EOS IN OK.  Not for ZeroPoint.;;
09.06.23 / 08:57:32;#3;STEP;220;Show: Initializing EOS Out.;;
09.06.23 / 08:57:32;#3;STEP;230;Run to EOS OUT.;;
09.06.23 / 08:57:43;#3;STEP;240;Read EOS OUT Status. if not 1 'EOS ud ikke aktiv'. Not for ZeroPoint.;;
09.06.23 / 08:57:43;#3;STEP;240;EOS OUT;Is activated;
09.06.23 / 08:57:43;#3;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
09.06.23 / 08:57:44;#3;STEP;290;Show: Initializing EOS out OK. For ZeroPoint, found MekEOS.;;
09.06.23 / 08:57:46;#3;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
09.06.23 / 08:57:47;#3;STEP;310;Run to SetPoint for Pulltest;;
09.06.23 / 08:57:50;#3;STEP;320;Actuator Type is -> Fixed, Learn, Potmeter;;
09.06.23 / 08:57:50;#3;STEP;320;Run to half stroke;;
09.06.23 / 08:58:02;#3;STEP;320;Min Servo Position;425.96  mm;
09.06.23 / 08:58:02;#3;STEP;320;Max Servo Position;626.32  mm;
09.06.23 / 08:58:02;#3;INFO;320;Min Buslink Position;-0.66 mm;
09.06.23 / 08:58:02;#3;INFO;320;Max Buslink Position;200.17 mm;
09.06.23 / 08:58:02;#3;INFO;320;Current Buslink Position;99.97 mm;
09.06.23 / 08:58:02;#3;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
09.06.23 / 08:58:02;#3;STEP;320;Spec. Servo Position Min.;96.23 mm;
09.06.23 / 08:58:02;#3;STEP;320;Buslink Position;99.97 mm;
09.06.23 / 08:58:02;#3;STEP;320;Spec. Servo Position Max.;104.23 mm;
09.06.23 / 08:58:02;#3;STEP;320;Read new LIN-position.;;
09.06.23 / 08:58:02;#3;INFO;320;Comparison Servo/Buslink Position;PASSED;
09.06.23 / 08:58:02;#3;INFO;999;SetCustomerCurrentCutOffs();DONE;
09.06.23 / 08:58:03;#3;STEP;340;CANBus Verification;;
09.06.23 / 08:58:03;#3;STEP;340;Try SetToLoopBackModeCANBus;;
09.06.23 / 08:58:03;#3;STEP;340;SetToLoopBackModeCANBus;DONE;
09.06.23 / 08:58:03;#3;STEP;340;Try VerifyCANBusFunctionality;;
09.06.23 / 08:58:07;#3;STEP;340;VerifyCANBusFunctionality;PASSED;
09.06.23 / 08:58:07;#3;STEP;360;LINTest has finished. EndOfTest;;
